Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value,Method,16 and Over,16-24,25-34,35-49,50-59,60 and Over,All Pharmacotherapy Prescriptions,Nicotine Replacement Therapy (NRT) Prescriptions,Bupropion (Zyban) Prescriptions,Varenicline (Champix) Prescriptions,Net Ingredient Cost of All Pharmacotherapies,Net Ingredient Cost of Nicotine Replacement Therapies (NRT),Net Ingredient Cost of Bupropion (Zyban),Net Ingredient Cost of Varenicline (Champix),"Tobacco Price
Index","Retail Prices
Index",Tobacco Price Index Relative to Retail Price Index,Real Households' Disposable Income,Affordability of Tobacco Index,Household Expenditure on Tobacco,Household Expenditure Total,Expenditure on Tobacco as a Percentage of Expenditure,mortality_target
2013,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,2471,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,,32274,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,,5448,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,,158,,,,,,,,,,,,,,,,,,,,,,,,0
2013,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,,1839,,,,,,,,,,,,,,,,,,,,,,,,0
2013,All codes,All deaths,All deaths,Attributable number,,78200,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C00-D48,All cancers,All cancers,Attributable number,,36800,,,,,,,,,,,,,,,,,,,,,,,,0
2013,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,,23800,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,,16700,,,,,,,,,,,,,,,,,,,,,,,,0
2013,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,,900,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,,22800,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,,1300,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C32,Larynx,Cancers which can be caused by smoking,Attributable number,,500,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,,4100,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C53,Cervical,Cancers which can be caused by smoking,Attributable number,,100,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C67,Bladder,Cancers which can be caused by smoking,Attributable number,,1600,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,,800,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C16,Stomach,Cancers which can be caused by smoking,Attributable number,,700,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,,1600,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,,2800,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,,400,,,,,,,,,,,,,,,,,,,,,,,,0
2013,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,,1000,,,,,,,,,,,,,,,,,,,,,,,,0
2013,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,,18900,,,,,,,,,,,,,,,,,,,,,,,,0
2013,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,,4000,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,2900,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,7600,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,,400,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,,2500,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,,3200,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,,0,,,,,,,,,,,,,,,,,,,,,,,,0
2013,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,,900,,,,,,,,,,,,,,,,,,,,,,,,0
2013,All codes,All deaths,All deaths,Number of observed deaths,Male,223249,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Male,124504,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C00-D48,All cancers,All cancers,Number of observed deaths,Male,71557,,,,,,,,,,,,,,,,,,,,,,,,0
2013,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Male,32618,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Male,64933,,,,,,,,,,,,,,,,,,,,,,,,0
2013,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Male,10760,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Male,15770,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Male,1360,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Male,514,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Male,4314,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Male,.,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Male,2831,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Male,2132,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Male,2395,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Male,3534,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Male,3817,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Male,1437,,,,,,,,,,,,,,,,,,,,,,,,0
2013,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,693,,,,,,,,,,,,,,,,,,,,,,,,0
2013,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,12418,,,,,,,,,,,,,,,,,,,,,,,,0
2013,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,10514,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,9509,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,34949,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,1027,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,12995,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,3258,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,77,,,,,,,,,,,,,,,,,,,,,,,,0
2013,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Male,960,,,,,,,,,,,,,,,,,,,,,,,,0
2013,All codes,All deaths,All deaths,Attributable number,Male,47200,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C00-D48,All cancers,All cancers,Attributable number,Male,23500,,,,,,,,,,,,,,,,,,,,,,,,0
2013,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Male,12600,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Male,10600,,,,,,,,,,,,,,,,,,,,,,,,0
2013,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Male,500,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Male,13600,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Male,1000,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Male,400,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Male,2900,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,.,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,1200,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,700,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,600,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,800,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2000,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,300,,,,,,,,,,,,,,,,,,,,,,,,0
2013,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,600,,,,,,,,,,,,,,,,,,,,,,,,0
2013,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,9700,,,,,,,,,,,,,,,,,,,,,,,,0
2013,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,2300,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,1600,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,5200,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,200,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,1500,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,2000,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,0,,,,,,,,,,,,,,,,,,,,,,,,0
2013,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,500,,,,,,,,,,,,,,,,,,,,,,,,0
2013,All codes,All deaths,All deaths,Number of observed deaths,Female,240737,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Female,117179,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C00-D48,All cancers,All cancers,Number of observed deaths,Female,63412,,,,,,,,,,,,,,,,,,,,,,,,0
2013,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Female,36273,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Female,65035,,,,,,,,,,,,,,,,,,,,,,,,0
2013,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Female,11698,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Female,12751,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Female,699,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Female,135,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Female,2010,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Female,663,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Female,1395,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Female,1291,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Female,1338,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Female,3548,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Female,4202,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Female,1058,,,,,,,,,,,,,,,,,,,,,,,,0
2013,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,442,,,,,,,,,,,,,,,,,,,,,,,,0
2013,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,12044,,,,,,,,,,,,,,,,,,,,,,,,0
2013,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,14122,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,13392,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,24216,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,1444,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,19279,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,2190,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,81,,,,,,,,,,,,,,,,,,,,,,,,0
2013,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Female,879,,,,,,,,,,,,,,,,,,,,,,,,0
2013,All codes,All deaths,All deaths,Attributable number,Female,31000,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C00-D48,All cancers,All cancers,Attributable number,Female,13300,,,,,,,,,,,,,,,,,,,,,,,,0
2013,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,11200,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,6100,,,,,,,,,,,,,,,,,,,,,,,,0
2013,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,400,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,9200,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,300,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,100,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,1200,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,100,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,400,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,100,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,200,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,900,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,800,,,,,,,,,,,,,,,,,,,,,,,,0
2013,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,100,,,,,,,,,,,,,,,,,,,,,,,,0
2013,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,400,,,,,,,,,,,,,,,,,,,,,,,,0
2013,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,9200,,,,,,,,,,,,,,,,,,,,,,,,0
2013,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,1700,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,1300,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,2400,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,200,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,900,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1200,,,,,,,,,,,,,,,,,,,,,,,,0
2013,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,0,,,,,,,,,,,,,,,,,,,,,,,,0
2013,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,400,,,,,,,,,,,,,,,,,,,,,,,,0
2012,All codes,All deaths,All deaths,Number of observed deaths,,457149,,,,,,,,,,,,,,,,,,,,,,,,0
2012,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,,241368,,,,,,,,,,,,,,,,,,,,,,,,0
2012,C00-D48,All cancers,All cancers,Number of observed deaths,,135037,,,,,,,,,,,,,,,,,,,,,,,,0
2012,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,,65790,,,,,,,,,,,,,,,,,,,,,,,,0
2012,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,,131065,,,,,,,,,,,,,,,,,,,,,,,,0
2012,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,,22699,,,,,,,,,,,,,,,,,,,,,,,,0
2012,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,,28289,,,,,,,,,,,,,,,,,,,,,,,,0
2012,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,,1934,,,,,,,,,,,,,,,,,,,,,,,,0
2012,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,,634,,,,,,,,,,,,,,,,,,,,,,,,0
2012,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,,6322,,,,,,,,,,,,,,,,,,,,,,,,0
2012,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,,702,,,,,,,,,,,,,,,,,,,,,,,,0
2012,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,,4374,,,,,,,,,,,,,,,,,,,,,,,,0
